OG	logFC	AveExpr	t	P.Value	adj.P.Val	B
OG_31427	-3.317909228	-3.5493318106	-2.16864456259682	0.0561299214827367	0.089404325917274	-5.19943052209235
OG_30877	0.8292933	1.8220809934	2.16769144828141	0.0562194132687931	0.0895176152473367	-5.20095563002469
OG_8283	0.4271330556	2.229663541	2.16451278076164	0.0565188662271941	0.0899650404935807	-5.20604025174542
OG_9396	0.4224417736	4.3736190504	2.1601351647583	0.0569337847548569	0.0905959082256522	-5.21303851395248
OG_16718	-1.7849778474	-4.2542935811	-2.15946661052299	0.0569974091987561	0.0906675497502406	-5.21410686527608
OG_26650	0.3815257104	2.2572773192	2.15729864081301	0.0572042000987334	0.0909668095534181	-5.21757049811348
OG_30252	-0.3436456822	4.4080168431	-2.15471658098733	0.0574514311816934	0.0913301616371733	-5.22169412134041
OG_5992	-0.844499342399998	-3.6474620906	-2.15104047876174	0.0578051911579473	0.0918625698414852	-5.22756199280253
OG_16140	-1.5893512902	-4.8117062533	-2.14955167343901	0.0579490578411475	0.092061182502527	-5.22993745900632
OG_1043	-0.7272648566	0.6664882891	-2.14632885343243	0.0582616669299383	0.0925276522047962	-5.2350776605793
OG_139	-0.818308601600002	-5.2233457848	-2.14554871189793	0.0583375830186559	0.0926180389683807	-5.23632153150488
OG_8479	-0.862721095199999	-4.7655247108	-2.14187573928754	0.0586962821279506	0.093157173263312	-5.24217564021739
OG_3556	0.820330857	1.7171198411	2.14167339588437	0.0587161042865721	0.0931582982723804	-5.24249803912768
OG_6045	-1.0016777524	-4.689615829	-2.14085759716682	0.0587960876215173	0.0932548425210789	-5.24379776281695
OG_31017	0.598486682000001	3.3879448908	2.14008011163074	0.0588724120577093	0.0933455225664526	-5.24503628320944
OG_24110	-1.9325885082	-3.6975743071	-2.13901109972227	0.0589775106091091	0.0934817517752188	-5.24673893967408
OG_1837	1.5924161558	-1.7826928561	2.13771070364211	0.0591056004395497	0.0936543226730706	-5.24880972390305
OG_1627	0.536779896600001	4.2795118401	2.13727799684583	0.0591482815628644	0.0936914931223273	-5.24949867822874
OG_961	0.4978053128	2.2797261504	2.13477996210562	0.0593952609243515	0.0940521448165332	-5.2534750711366
OG_10528	-1.1344522898	-5.1615961725	-2.13362574997206	0.0595097115431806	0.0942027716990784	-5.2553117963387
OG_8633	0.418374577599999	6.3347773044	2.13257946471147	0.0596136432154605	0.0943259131117077	-5.25697646868039
OG_154	-0.810468083600001	-5.2194255258	-2.13245309206337	0.0596262081036462	0.0943259131117077	-5.25717751175301
OG_6609	1.6487942386	-3.6067297557	2.12963243959015	0.0599073205463469	0.0947398703254039	-5.26166370780632
OG_461	-0.7165409502	-4.8336234601	-2.12864244327305	0.0600062870613859	0.0948655994606536	-5.26323777447383
OG_269	-1.126360557	-4.6246550709	-2.12752350081482	0.0601183327887722	0.0950119176434746	-5.26501654570919
OG_17526	-1.055415068	-4.736858798	-2.12474945670089	0.060396979298424	0.0954213540034096	-5.26942496434723
OG_237	0.336809344399998	4.628897422	2.1189323390607	0.0609853244225166	0.096319660154033	-5.278662590037
OG_949	0.6116297894	5.2981649225	2.11779630493145	0.0611008629900467	0.0964708798877511	-5.28046554965256
OG_685	0.8305521936	1.018030544	2.11675493444641	0.061206958274489	0.0966070967065607	-5.28211796333714
OG_13384	1.9515519338	-3.2459526945	2.11513506183984	0.0613723426930609	0.096836775100673	-5.28468773807448
OG_2304	0.36383335	3.8108484408	2.10951336732372	0.061949630339134	0.0977160188585563	-5.29360045218403
OG_1523	0.389345720999999	3.4799234291	2.10682707828859	0.0622273167005169	0.0981222716267613	-5.29785626334951
OG_10552	-2.3179017002	-3.0673362347	-2.10570332400268	0.0623438344210706	0.0982742072989321	-5.29963600372168
OG_8561	-0.356839836	2.523317528	-2.10453760050774	0.0624649245063949	0.0984332499334525	-5.30148184303124
OG_1455	-1.7197075556	-1.2215642974	-2.10115955149004	0.0628170938643911	0.0989562105672405	-5.30682860941039
OG_8457	-1.9528281558	-0.8812941319	-2.10040477666102	0.0628960402071387	0.0990265656721619	-5.30802283064455
OG_12268	-0.6185618468	-4.9465486044	-2.10031692681143	0.0629052351065609	0.0990265656721619	-5.30816181827213
OG_4712	0.3302304426	3.5763389669	2.10015003087404	0.0629227069935752	0.0990265656721619	-5.30842585912469
OG_870	0.6357010772	0.2552492596	2.09830160987957	0.0631165239914787	0.0992995280614807	-5.31134966793327
OG_30700	0.448804336799998	7.7829302464	2.09745810230545	0.0632051600364966	0.0994068893249063	-5.31268359987776
OG_11727	0.3761657032	2.5442504554	2.09726000992778	0.0632259929068699	0.0994075772348658	-5.3129968363935
OG_2050	-2.2454188906	0.6841370787	-2.0966356821915	0.0632916948488504	0.0994787877114791	-5.31398399193068
